baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01160	3669.02704075802	0.112935999151296	0.11796073584694	0.957403311707345	0.338363727559084	0.844144323109092
AT1G04007	110.486184332351	0.0850974796287592	0.213742086591807	0.398131603305969	0.690533179770279	0.956075560599274
AT1G01170	2657.78279598009	0.212000198172516	0.233702664704379	0.907136418152032	0.364334661672133	0.854683567483955
AT1G04013	42.2984753685389	-0.542505722159846	0.685857945768323	-0.79098846270872	0.428950724059605	0.882400345922072
AT1G01180	1481.69308857372	0.21534832381578	0.168128501045041	1.2808555508271	0.200244407811197	0.744686928369695
AT1G01183	7.43274772932796	-1.11994699145363	1.24803776646784	-0.897366266906548	0.369523506582498	0.856907457007183
AT1G01190	1914.37511745992	0.0851451626940327	0.309336620975327	0.275250833301188	0.783123535291071	0.973609678234241
AT1G01200	151.208832404386	0.0559218890872666	0.526793493508211	0.106155238772696	0.915459184490287	0.991066992431823
AT1G01210	1372.55654284263	0.144450759372483	0.182902427846548	0.789769502095808	0.429662393101243	0.882794375977457
AT1G01220	3979.52458080204	0.0927700799856116	0.109922537152419	0.84395868571498	0.398692492528406	0.871868176580009
AT1G01225	487.817109768213	0.0332397235715098	0.145634967306407	0.22823999061692	0.819459673767927	0.977511606215931
AT1G01230	4191.81646476578	0.165134654987825	0.126637398115839	1.30399595573475	0.192234961296366	0.73663956638268
AT1G01240	2579.66301356202	0.0287653866639835	0.31333181927423	0.0918048691339829	0.926853075392948	0.991832564736366
AT1G01250	33.4388497908261	1.66653902502287	0.750321908488551	2.2210987126578	0.0263442762217388	0.364835614349603
AT1G01260	5612.92579382963	0.00584731634943767	0.306852970802243	0.019055759291332	0.984796623985927	0.998545210924878
AT1G01280	71.6003379769993	-0.621930868930093	0.586462473624038	-1.06047854193787	0.288926947025901	0.813156618437703
AT1G01290	2310.92635660116	0.103203954885456	0.127161245730545	0.811599118053193	0.417021697526794	0.878480305838841
AT1G01300	7872.69568429691	-0.0964482287981362	0.183275621903783	-0.526246905050854	0.598716668161039	0.936238787432314
AT1G01305	103.913212194081	-0.00561325358221874	0.675501971653339	-0.00830975158885162	0.993369853807347	0.998989114920964
AT1G01310	2287.75919500821	-0.0598139505788283	0.477529792197192	-0.125257002926696	0.900320090722056	0.988068168417051
AT1G01320	51927.86002002	0.158843390784891	0.475543472721716	0.334024962798396	0.73836072185465	0.966086870013073
AT1G01340	7979.46800259028	0.263716078717834	0.307872428108418	0.856575823753098	0.39167935163977	0.868311297081384
AT1G01350	3771.22981576772	0.00612806774228636	0.230744834384582	0.0265577678418262	0.978812457747569	0.998545210924878
AT1G01355	32.2003926316349	-0.443814159956337	0.474228128372945	-0.93586637612375	0.349341991042862	0.84763564108284
AT1G01360	1809.41985414201	0.0338634602541256	0.150715308708944	0.224684941060112	0.82222438039421	0.977511606215931
AT1G01370	422.773379117163	-0.313635222095151	0.223063021091158	-1.40603861886628	0.15971265741524	0.698935407930126
AT1G01380	868.649322458536	-0.0699064677968595	0.376058418401238	-0.185892575132495	0.852529004905824	0.98285276255862
AT1G01390	226.591696895934	-0.101446555943104	0.289603150282432	-0.350295070492739	0.726117264378275	0.964449550430487
AT1G01400	50.5199816355545	-0.69966910172473	0.700856404477903	-0.998305925799368	0.318131035014747	0.833412663646906
AT1G01410	30.9370930585329	-0.104915947310324	0.55392464261178	-0.18940472988463	0.849775617653855	0.982274760304004
AT1G01420	453.091511515501	-0.0727321766436185	0.385615007445328	-0.18861344926761	0.850395791025995	0.982469718945741
AT1G01430	2639.28383724674	0.116684213140849	0.248651607588927	0.469267881564441	0.638878170012956	0.943963831273234
AT1G01440	4540.03608939722	0.00678103090296841	0.175549776870362	0.03862739687773	0.969187459038793	0.996395857735052
AT1G01448	1355.98715466601	-0.052007789368963	0.318013256763557	-0.163539689817493	0.870093525820303	0.984858340237375
AT1G01453	486.328347656429	0.241567721372017	0.371019478004473	0.651091750415068	0.514987261499096	0.914296205755931
AT1G01460	411.121764546498	-0.594764445392914	0.500764889499009	-1.18771195398293	0.23494691255133	0.775673342142604
AT1G01470	31761.6930735639	0.304500346669156	0.263656564997875	1.15491281877093	0.248126129496163	0.785774664180584
AT1G01480	823.157099176826	-0.676197142957382	0.33616880423892	-2.01148094180922	0.044274681375364	0.456355119872526
AT1G01490	13980.3428580444	-0.0802920172261328	0.196984255988672	-0.407606266922926	0.683562762617178	0.953971045786552
AT1G01500	2647.21355870131	-0.294572866967921	0.185562008112059	-1.58746324188317	0.112407765772852	0.636676478183069
AT1G01510	6398.82925241618	-0.0289734560441908	0.107507277377549	-0.269502276970891	0.78754319024798	0.973711167222847
AT1G01520	708.499490484424	-0.394412823986041	0.228084448274225	-1.72924031853254	0.0837660931208481	0.57118279418871
AT1G01530	65.2522082418909	-0.27046614298278	0.447136642517927	-0.604884765112796	0.545255566560278	0.922073784017162
AT1G01540	8147.29665283301	0.0144106090725667	0.1646233654876	0.0875368391958442	0.93024480436078	0.99239692761642
AT1G01550	43330.2374182582	-0.0324708003575706	0.119075893643049	-0.272689957338532	0.785091555128813	0.973711167222847
AT1G01560	20782.5121980801	0.0928606642247252	0.219686218896737	0.422696811347889	0.672516482341657	0.951059170493717
AT1G01570	333.947967594384	0.546712947333681	0.208461759017575	2.62260545967853	0.00872602571649753	0.224246134189018
AT1G01580	803.033177202972	-0.387895073805852	0.271908254440785	-1.42656601067007	0.15370502719804	0.692225561118926
AT1G01590	69.7713214908397	0.136912331858512	0.530658221209152	0.258004731456991	0.796403255647249	0.974763436571002
AT1G01600	347.014440825734	0.519642142577581	0.34122244015807	1.52288384766506	0.127787767533373	0.65775295987222
AT1G01610	5786.55528056353	0.448789415651272	0.312301931517038	1.43703695161677	0.1507074942634	0.686928337810105
AT1G01620	30917.5736577672	0.0736248631053167	0.1961499324692	0.375349928386427	0.707400238428255	0.961396267627815
AT1G01630	5780.90760446954	0.378172786254613	0.23424760147759	1.61441476398977	0.106437491431265	0.625205164104722
AT1G01640	2131.02078036893	-0.250181060161143	0.200009494897717	-1.25084591753548	0.210990698558861	0.757682729929663
AT1G01650	13369.0322869509	0.0784259141161203	0.135624400451373	0.578258144221174	0.56308984842419	0.927821778291678
AT1G04027	402.368399192774	-0.304969150040534	0.259034686061324	-1.17732939428944	0.239064058984684	0.77949401650197
AT1G01660	1072.65305800452	0.181837222918767	0.342852078581221	0.530366400784967	0.595857916809589	0.934944922313657
AT1G01670	888.92675110697	0.0218229784962372	0.298629822408767	0.0730770233200812	0.94174482549744	0.99414718858077
AT1G01680	3245.78902709333	0.604328634377076	0.748965614427831	0.806884351878758	0.419733115018724	0.878838761171915
AT1G01690	780.454006646907	-0.383121380526279	0.128921694838413	-2.97173707657562	0.00296120152771432	0.128137617187978
AT1G01695	135.641355926102	-0.425884957624066	0.269619978681897	-1.57957492507086	0.114204245409369	0.639518920267352
AT1G04033	9.54298349072928	1.25438149742399	0.797902710671688	1.57209830302247	0.115927755009656	0.642752297089618
AT1G04037	95.1912524628698	0.343138325596746	0.245889359152295	1.39549888120298	0.162865451933976	0.7031360643814
AT1G01700	541.11739060622	-0.0960954028136173	0.150530995515292	-0.638376186144704	0.523228828881545	0.915432200185473
AT1G01710	6385.77118836207	0.167763720719457	0.117375284775875	1.42929340737957	0.152919920060519	0.691328734116559
AT1G01715	762.473646081862	0.0298416871879289	0.157164556718719	0.189875426183636	0.849406749215631	0.982143484556988
AT1G01720	47632.5935525047	-0.595876379056466	0.222394654921422	-2.6793646603917	0.00737620149946217	0.206077134400284
AT1G01725	2858.93939254114	-0.487270133753786	0.364813561094998	-1.33566891617524	0.181657513565107	0.726714782578324
AT1G04047	3115.17895368424	-0.535954380250665	0.33126438619515	-1.61790522188803	0.105683024752581	0.622985088180677
AT1G01730	17426.2663602343	-0.518443723385427	0.251826411577763	-2.05873450738241	0.0395196786340928	0.435561512623077
AT1G01740	19048.6521588623	-0.322696995063215	0.2862708627816	-1.12724358996118	0.25963950526787	0.796369438906776
AT1G01750	1282.84369545507	-0.203436636085516	0.3449392522917	-0.589775256755871	0.555341333299519	0.924503661811545
AT1G01760	658.748848471936	-0.30438668017546	0.271630852651707	-1.12058949564817	0.262462638339921	0.798182974485818
AT1G01770	5967.63094082518	-0.268499449724713	0.326658007441158	-0.821958879342883	0.411100300605669	0.876575338342071
AT1G01780	3601.199094315	-0.6848946735105	0.178314249598528	-3.84094190482549	0.000122563120982971	0.0202158440129028
AT1G01790	18302.6977936586	-0.135637686778958	0.264799629260946	-0.512227630973359	0.608491707188457	0.939373034612444
AT1G04063	388.953705180168	-0.723162447526221	0.189796196126202	-3.81020516894535	0.000138851512577102	0.0225882507918278
AT1G01800	9849.15930526153	0.0977783966770843	0.11258700645656	0.868469637433791	0.385137286973389	0.864819576848963
AT1G01810	268.523632356021	-0.0488188773270234	0.174256004484578	-0.280156069636865	0.779357768915681	0.973147704759032
AT1G01820	14066.6559586368	-0.18409282151385	0.155073612819893	-1.18713182833794	0.235175625561903	0.775816820528017
AT1G01830	2872.4180444088	0.258349293334671	0.154699375441586	1.67000863834918	0.0949176545127046	0.596581081915483
AT1G01840	8.32512820379323	0.476530990841316	0.891572669063139	0.534483623575017	0.593006976706989	0.934944922313657
AT1G01860	839.926895025861	0.0119296827438014	0.332583761052767	0.0358697090502525	0.971386248993667	0.997033464301634
AT1G01880	217.905170087404	-0.158394943710999	0.194998788132755	-0.812286810742457	0.416627076839781	0.878309770926916
AT1G01900	434.063137305443	0.168355838031443	0.158017413822426	1.06542585376467	0.286683262356535	0.811797563697222
AT1G01910	7834.31821040452	0.0135225173912034	0.108338653899973	0.124817107324302	0.900668343621477	0.988192783119744
AT1G01920	3663.61147525964	-0.126917364659528	0.165222700572223	-0.768159364421295	0.442392511881465	0.886680087820687
AT1G01930	2185.71969981184	-0.0795357235241516	0.125277804523415	-0.634874819420114	0.525510061030461	0.916490401272523
AT1G01940	2411.11138056293	0.0214864003452903	0.1966278446549	0.109274453895383	0.912984808078267	0.990886668498499
AT1G01950	6373.23717459388	-0.04223665659544	0.141691517476585	-0.298088815390235	0.765635377780833	0.971188755517802
AT1G01960	15932.6892290367	0.190497187816227	0.162098327986086	1.17519526686653	0.239916603415355	0.780343082098407
AT1G01970	2611.67398639857	0.0250881061660872	0.276464429272282	0.0907462353552131	0.927694231661631	0.991901685284424
AT1G01980	86.5305449822941	-0.258696311598387	0.465776419346757	-0.555408777372637	0.578615090259118	0.93144827424741
AT1G01990	2306.36988255892	0.0504793871230552	0.150833401418098	0.334669818809764	0.73787417091779	0.966086870013073
AT1G02000	1733.13185059982	-0.113143893713147	0.226795035626838	-0.498881703474811	0.617862724336119	0.940665602590779
AT1G02010	2087.12699938642	-0.152916309616547	0.236278763303415	-0.647186008080553	0.517511565801573	0.914592917053908
AT1G02020	1731.55280224593	0.0115461708931692	0.181973695307833	0.0634496698747436	0.949408436058239	0.994519753683331
AT1G02030	239.093305968989	-0.228111621593782	0.185127511878048	-1.23218650366807	0.21787942367463	0.763586958672283
AT1G02040	68.1659789511739	-0.248373300134875	0.267069858867105	-0.929993752153315	0.352374319391846	0.848984452778904
AT1G02050	1209.80358605425	-0.27761290312012	0.165453982040038	-1.67788589731821	0.0933693761565423	0.592329245040431
AT1G02060	1487.09630885531	-0.131935201564895	0.270736344286077	-0.487319875404255	0.62603166489484	0.942271476001876
AT1G02065	37.6826321863778	-0.876983679450162	0.473203899675872	-1.85328920588116	0.0638409174766394	0.52265054011817
AT1G02070	68.2903553846536	-0.558593785496861	0.350774771646017	-1.59245712818983	0.111282028735212	0.635081724621382
AT1G02080	24554.1087532887	0.121148815339961	0.258956557480171	0.467834514479277	0.639902936479899	0.943963831273234
AT1G02090	6718.8517020417	-0.0468009272283981	0.227187674360119	-0.206001172203616	0.836789995657943	0.978934889128059
AT1G02100	9069.2301158759	-0.19407252656548	0.118449861959849	-1.63843607205945	0.101330759507211	0.613636566928701
AT1G02110	3647.29242012688	-0.4523355458381	0.172025336141081	-2.6294704953643	0.00855179523794251	0.22267821672237
AT1G02120	28733.646901839	-0.0784258745996124	0.126487094795014	-0.620030642072301	0.535237613372147	0.918317165475869
AT1G02130	5722.85391353722	-0.073867821501146	0.121997879393125	-0.605484471276052	0.544857139584317	0.922073784017162
AT1G04087	43.2363363687147	-0.0429717287749744	0.388728580151312	-0.110544299979816	0.911977718822452	0.990886668498499
AT1G02140	14092.3629272519	0.139074386368606	0.134191961695202	1.0363838832947	0.300023086201756	0.821439379117954
AT1G02145	4122.61528577909	-0.100572170476787	0.121671345181003	-0.826588793993952	0.408470171022469	0.876446461856167
AT1G02150	7650.58999905434	-0.0658011267340548	0.217139827017886	-0.303035733415384	0.761862629809141	0.970378787254706
AT1G02160	1853.36174964907	0.0997624410640179	0.142202275116664	0.701553058712824	0.482957934468723	0.901827031509251
AT1G02170	7669.59565661408	0.190865095188824	0.293688661962203	0.649889219126164	0.515763782508473	0.914338213011207
AT1G02180	899.515279053757	-0.178107731655768	0.266292086885187	-0.668843500905679	0.503595314150133	0.907262030308095
AT1G02190	1586.22504775009	-0.399612940704626	0.230630483486726	-1.73269784055942	0.0831493885468938	0.569496644364438
AT1G02205	593.45200388183	-0.993205604261199	0.199783159307943	-4.97141804995828	6.64649580031033e-07	0.000488631381250814
AT1G02220	1424.28412632413	0.559594256895654	0.447555100712462	1.25033600556633	0.211176830889954	0.757682729929663
AT1G02230	716.141979586261	1.07275706188973	0.620418439762851	1.72908636032769	0.0837936399350132	0.57118279418871
AT1G02250	568.450508273877	-0.211916887930073	0.2291386752876	-0.924841202228688	0.355048514998238	0.850220786511686
AT1G02260	4144.1937365499	0.280045888306218	0.13608377477661	2.05789329966729	0.0396003770782233	0.436010826957536
AT1G02270	5500.66300859657	0.1177336111937	0.219812392454342	0.535609525373576	0.592228444171078	0.934808582365041
AT1G02280	5702.05309006704	-0.118054785287047	0.255983015227666	-0.461182102969024	0.644667960789983	0.94508533208786
AT1G02290	1162.79080196442	0.211018909070993	0.163576495867043	1.29003196915596	0.197039558493755	0.741340090598453
AT1G02300	3698.08147800687	0.0099288945884107	0.356561663199322	0.027846220200236	0.977784801851072	0.998545210924878
AT1G02305	15974.9913128684	0.187945607740308	0.135223213848897	1.38989159028808	0.164561799702408	0.705736579859966
AT1G04097	13.027206384086	0.24785590466438	0.663039621038137	0.373817637438176	0.708539996503663	0.961896687902718
AT1G02310	996.254697156137	0.240295214747675	0.374580225725907	0.641505339161995	0.521194413119154	0.915432200185473
AT1G04103	52.7465369724689	-0.304087240667036	0.400855480770803	-0.758595691600146	0.448094450763008	0.888777284312637
AT1G02330	3059.11839456841	0.0297088408365785	0.234310465239543	0.126792633040126	0.899104526660275	0.987993618700698
AT1G02335	1247.82064083046	0.388406640534034	0.54488710435598	0.712820394222955	0.475956904007845	0.900195916483186
AT1G02340	395.814893155273	-0.324493985344664	0.479830691322506	-0.676267673604402	0.498870713031526	0.906976776444161
AT1G02350	170.609030899282	0.187937397583813	0.208984716511517	0.899287759990124	0.3684994052926	0.855941262726395
AT1G02360	2988.64467681728	0.303603883563358	0.418687843295685	0.725131833715428	0.468371156638574	0.897580678626877
AT1G02370	1192.48579888713	-0.05031294987112	0.199004206379535	-0.252823549745298	0.800404568698684	0.975257280233288
AT1G02380	151.353108354752	-0.332083059621003	0.312960502584777	-1.06110214189423	0.288643484581867	0.812858214050128
AT1G02390	1593.56885688421	0.624241242077044	0.386117595199839	1.61671275755761	0.105940298805284	0.62385787888903
AT1G02400	32870.024326387	0.258357643041378	0.221397821766767	1.16693850454205	0.243235204775924	0.78347029299482
AT1G02405	502.863622364695	-0.289968012051545	0.2723592165668	-1.06465283498282	0.287033060968256	0.811797563697222
AT1G02410	2707.61728363998	0.0935328706645035	0.176140840986693	0.531011832012145	0.595410579987238	0.934944922313657
AT1G02420	201.834877897177	0.143608265927313	0.301699977498975	0.475996939468783	0.634076558306396	0.943582823752781
AT1G02430	234.887656277647	0.179426298814486	0.252265063900838	0.711260988897838	0.476922521176482	0.900477128176765
AT1G02440	773.392426399187	-0.0792810993481104	0.323526573260971	-0.245052820697231	0.806415532883665	0.975727366512565
AT1G02450	422.063968374628	0.64678652015351	0.759213434466151	0.851916589974866	0.394260388291612	0.869934494668933
AT1G02460	493.564383104844	0.220788697003478	0.391320927384398	0.564213875499163	0.572608585821294	0.93082454595339
AT1G02470	1917.0707184118	0.801734352269633	0.23057570511128	3.47709812654677	0.000506872274637082	0.047084225627028
AT1G02475	5327.32591438199	0.286407996469557	0.317185333040242	0.902967340022686	0.366543228925638	0.855486086373123
AT1G02490	6.66852591272357	-0.135077219344478	0.96387843753509	-0.140139268692335	0.888549954782561	NA
AT1G02500	76736.0423477281	0.0284457789956728	0.273957627728425	0.103832768707835	0.917302061342238	0.991082606522793
AT1G02510	248.716784638202	-0.534406839465896	0.260870418181944	-2.04855285313789	0.0405058588753797	0.440884918820651
AT1G02520	4773.85998329839	0.811710111505868	0.40793284185763	1.98981309719887	0.0466115281319159	0.465506001760016
AT1G02530	164.171784169468	-0.0450823583752603	0.393063717897399	-0.114694784388693	0.908687048101638	0.989713429768083
AT1G02540	23.5013696236858	0.477828254389414	0.777527554431355	0.614548322649317	0.538853051275952	0.919735400808005
AT1G02560	27966.9889959924	-0.0739668021055112	0.226203413625195	-0.326992422086386	0.743673616748054	0.966086870013073
AT1G02570	315.614904734129	0.0246512047117749	0.332342336022592	0.0741741332350122	0.940871827828409	0.994067120142832
AT1G02575	36.0436427220717	0.587941303902985	0.667469986411738	0.880850548896899	0.378398715898894	0.861122413118975
AT1G02580	193.346527935083	0.280335472148308	0.39060752370156	0.717690917706172	0.472947884560619	0.899321337807878
AT1G04127	8.26262778116731	0.234526371144798	0.817647400656731	0.286830693715197	0.774241959776415	0.972314763969616
AT1G02590	6.43062407026546	-1.53523228494211	1.00718643063373	-1.52427816563824	0.127439239077585	NA
AT1G02610	989.627939992977	-0.755372391822117	0.524194781935606	-1.4410147102817	0.149580526992889	0.685377443881654
AT1G02620	53.5668847567196	-3.14743187136779	1.42129259345263	-2.21448552245107	0.0267953975390168	0.367423380441168
AT1G02630	10.1798183410551	-1.77358590183034	1.19772195715209	-1.4807993551755	0.138660048424254	0.670272723277189
AT1G02640	1618.16590483738	0.12562493787165	0.313053197291249	0.401289426074044	0.688207047675181	0.955550158845785
AT1G02650	217.017315078157	0.0989582303174989	0.30161294816255	0.32809675751774	0.742838505550861	0.966086870013073
AT1G02660	8368.51138008382	-0.11906673875868	0.419298780964243	-0.283966336569993	0.77643617865667	0.972670566505513
AT1G02670	351.792525074687	-0.564050268706359	0.286230610785116	-1.97061476813817	0.0487679561254632	0.474422789816368
AT1G02680	1737.32117113622	-0.0378255119215955	0.160092870012356	-0.236272308183844	0.813221373548565	0.976692867350173
AT1G04143	62.0552923812884	-0.233640700926698	0.511601075856126	-0.456685319779122	0.647897244015531	0.945928505774151
AT1G02690	2830.23919892775	-0.333760527125835	0.175771880999727	-1.89882776031938	0.0575871259623128	0.503149181030992
AT1G02700	183.97474321429	0.375755101423231	0.357090957259763	1.05226719910998	0.292676976209944	0.815364404733667
AT1G02705	27.121186556013	0.556040140439689	0.4329863238967	1.28419792901437	0.199072709652798	0.743445557630789
AT1G02720	934.24028201646	0.217118579509382	0.219108803233704	0.990916733171148	0.321726240871835	0.835047333240063
AT1G02730	2686.309822467	-0.213247016547072	0.231876911632438	-0.91965610135908	0.357752499665229	0.852021212917341
AT1G02740	2141.72769899371	0.0889184068625031	0.131801896778573	0.674636777131406	0.499906561202291	0.907127919751614
AT1G02750	2072.48290221342	-0.0820037434038521	0.10412630066627	-0.787541119574373	0.430965167267824	0.883944847941375
AT1G02760	7.84424629615774	0.074510957401387	0.835148631768459	0.0892187983875483	0.928908026000507	0.992266458536061
AT1G02770	253.991614509526	-0.407419003393079	0.262517612450865	-1.55196826448867	0.120669817297543	0.64821608953718
AT1G02780	89850.8708821777	-0.176122139556504	0.245302442649155	-0.717979558843626	0.472769890691131	0.899321337807878
AT1G02800	60.4978081503484	-0.945245802503277	0.478594571393526	-1.97504497334978	0.0482630445337186	0.472548096992813
AT1G02810	3765.63401705442	-0.0796729290004105	0.275832640801482	-0.288845180791172	0.772699855706098	0.972105694743423
AT1G02816	1876.75629261305	0.615788834231854	0.13409655278636	4.59213023330225	4.38744422803628e-06	0.0022135946555216
AT1G02820	200.128876960207	-0.247688468814346	0.293371257104112	-0.844283353656715	0.398511085834122	0.871868176580009
AT1G02830	7.76413359502917	-1.10745114739948	0.839438530459798	-1.31927604847121	0.187076842146102	0.73281848456255
AT1G02840	25430.427898857	-0.201060344563372	0.140998581869937	-1.4259742324844	0.153875780068789	0.692319933021507
AT1G02850	15651.7935028025	0.696466133748944	0.498067016689517	1.39833819628957	0.162011532883731	0.702353461847125
AT1G02860	1474.55223298745	-0.576795924674422	0.230569778708779	-2.50161113006464	0.0123629635268151	0.264609280450284
AT1G04147	9.35207612643545	0.423861749313869	0.906217766869864	0.467726152377166	0.639980436472676	0.943963831273234
AT1G02870	2839.06842167353	-0.127422372990221	0.183678668196329	-0.693724395116056	0.48785506416911	0.902718751874285
AT1G04153	10.4938493223206	0.134143007686725	0.718642956125323	0.186661549443103	0.851926005257015	0.98285276255862
AT1G02880	5531.64351288573	-0.0793240518658385	0.259567684350728	-0.305600645412608	0.759908729003855	0.970254237981495
AT1G02890	22609.599890191	0.0169542258533945	0.197609031343337	0.0857968167656125	0.931627937002389	0.992658844962875
AT1G02900	5277.85392066643	0.857065856577281	0.378248745603403	2.26587891312116	0.0234587980330271	0.346148537698428
AT1G02910	17271.6716550115	-0.0390993333763745	0.315446408350687	-0.123949210836812	0.90135548872612	0.988463410347095
AT1G02920	173096.096743332	0.674380654039868	0.540512430321478	1.2476690936391	0.212152264040514	0.759233644788103
AT1G02930	183668.841808058	0.404388981344181	0.631977689349053	0.639878571917164	0.52225154582817	0.915432200185473
AT1G02940	144.062315877766	0.366331250599722	0.336659283323551	1.08813648916271	0.276534857230377	0.808919457803037
AT1G02950	691.563011430787	0.120094849335461	0.353126722254961	0.340089950056943	0.733788789885562	0.965524720115014
AT1G02960	3767.82963117121	0.0207503730993015	0.150504337288556	0.137872259850675	0.890341374435619	0.987047561637351
AT1G02970	306.807403892909	0.0280569512613547	0.294255698222754	0.0953488800074666	0.924037718844533	0.991539120832766
AT1G02980	195.834237233954	-0.347476506080963	0.299339346913562	-1.16081133223458	0.245718633474794	0.784658661356848
AT1G02990	5577.45180945599	0.0363541049565022	0.129151078040669	0.281485106497171	0.778338349777272	0.972975173196796
AT1G03000	4939.6748564207	-0.00460906165842739	0.238834026919196	-0.0192981783956051	0.984603237088735	0.998545210924878
AT1G03010	721.331298735472	0.402731804046927	0.41520408875778	0.969961074448548	0.332065895140979	0.840652060987066
AT1G03020	656.528668336959	0.577807499130404	1.17552117845331	0.491533040596215	0.623049489154583	0.941644314453577
AT1G03030	3563.30285074666	0.306877142655089	0.123145435218945	2.49198959027171	0.012702976036216	0.268358190794641
AT1G03040	8276.08962068812	0.166179898140905	0.183337602961987	0.906414698654923	0.364716395752721	0.854683567483955
AT1G03050	26.3504678943071	-0.498716908091729	0.431331079892593	-1.15622762036048	0.247588064988284	0.785498488796203
AT1G03055	98.4060433162944	-0.785906959705056	0.392884849738653	-2.0003493650311	0.0454625519625005	0.460715991454565
AT1G03060	17750.1115504454	0.121723695539624	0.212086450991006	0.573934331829551	0.566012239668182	0.928792416522971
AT1G03070	1238.57099871107	-0.795698265086301	0.278750129650821	-2.85452159639545	0.00431017011155663	0.155546966536415
AT1G03080	24800.1963305518	-0.0706857201264903	0.170409733009945	-0.414798608494768	0.678289338319713	0.952730114324173
AT1G03090	9429.70522992752	-1.17761227771829	0.707625800667183	-1.66417374353505	0.096077713541466	0.598749681775888
AT1G03100	616.394295239676	-0.65493886444577	0.438448088657716	-1.49376603841706	0.135236781047723	0.668084821177314
AT1G03103	94.3687454343312	-1.03476262880466	0.95888111460937	-1.079135476796	0.280527338141956	0.810186838588719
AT1G03106	45.8594795014031	-0.652460224926545	0.639028160342049	-1.02101951904171	0.307245191070146	0.825761968574781
AT1G03110	2100.67715097909	-0.152280511134475	0.107020457594955	-1.42291029730799	0.154762160767616	0.693329001225734
AT1G03120	111.581406813095	-0.598458856342868	0.41460240988949	-1.4434524307333	0.148893063505216	0.684739567810188
AT1G03130	12191.940182823	0.0279748678591619	0.282486250284339	0.0990309009058088	0.921113735315025	0.991082606522793
AT1G03140	6120.37156087571	-0.0586027928704705	0.103769946138334	-0.564737624440394	0.57225223893607	0.930635405535122
AT1G03150	2090.80982072875	0.0424143755663837	0.161546921604896	0.262551431776081	0.792896338767108	0.974379901457282
AT1G03160	5549.85556684026	0.0119553416180775	0.264453464438434	0.0452077330257884	0.963941730490663	0.995376167127278
AT1G03165	28.7015619439917	-0.344866393030943	0.498763081979742	-0.691443303425876	0.489286998888189	0.902972282645416
AT1G04173	45.6340579702921	0.382897261937218	0.567647643449221	0.674533341864336	0.499972295585424	0.907127919751614
AT1G03170	870.26182572086	-0.173509783341973	0.172147831267599	-1.00791152618273	0.313496937751436	0.831327072881358
AT1G03180	388.947724190369	-0.0979911969397764	0.196983717444749	-0.49745835955838	0.618865860110121	0.940665602590779
AT1G03190	2340.66517109764	0.00670562052170189	0.12562815241047	0.0533767343787112	0.957431742057658	0.995074951662512
AT1G03200	504.502629239242	-0.225233946352187	0.479527143781795	-0.469700097841964	0.638569297955266	0.943963831273234
AT1G03210	4659.09697112057	0.0977712849664244	0.163808713786326	0.596862539888801	0.550599159188695	0.923236115795714
AT1G03220	22266.674677462	-0.0403254262806073	0.384573930298999	-0.104857409989427	0.916488954501455	0.991082606522793
AT1G03230	7370.45995352705	-0.172626713433305	0.325441527645633	-0.530438492844326	0.595807943494042	0.934944922313657
